		"Suspension"				"Biofilm"			
"btuC_b1711_at"	"btuC"	246.5	187.9	258.2	111.6	394.9	126.2	192.3	240.7
"btuD_b1709_at"	"btuD"	466.6	310.4	1041.3	187.2	452.7	503.6	529	339.8
"btuE_b1710_at"	"btuE"	879.4	776.7	2675.7	1058.4	854.8	675.1	1798.9	882.8
"btuR_b1270_at"	"btuR"	351	378.2	196.2	484.4	514.7	406.9	387.6	484.7
"IG_12_11787_15868_rev_f_at"	"c0018"	430.1	678.1	732.6	420.9	448.2	1077.8	787.3	535.4
"IG_53_87947_88027_fwd_at"	"c0097"	314.1	484.3	191.2	136.3	169.6	264.2	163.2	105.4
"IG_67_121552_129406_rev_at"	"c0141"	41.3	47.5	45.4	65.3	43.4	45.4	54.4	100.4
"b0235_at"	"c0381"	59.9	126.8	239.7	336.6	54.2	163.7	188.6	474.7
"IG_159_255717_258268_rev_f_at"	"c0385"	82	151	211.7	301.6	94.9	216.7	261.2	393.7
"yahF_b0320_at"	"c0441"	177.2	153.9	211.6	349.2	231	283.5	377.4	459
"b0359_at"	"c0468"	62.6	42.2	88	127.9	44.1	90	140.6	289.1
"IG_249_394354_395862_fwd_at"	"c0481"	143.1	159.6	170.4	139.5	188.1	150.3	263.2	261.8
"IG_286_444399_453662_fwd_at"	"c0545"	87.1	80.6	79.5	196.9	97.4	152	156.5	211.8
"IG_290_453494_464075_rev_at"	"c0549"	60.6	79.4	95.4	135.6	73.8	137.5	165.2	223.8
"IG_301_466537_473524_rev_at"	"c0567"	21.6	50.1	107	123.1	28.7	90.6	128.5	226
"ylbC_b0517_f_at"	"c0631"	64.1	61.3	87.8	145.6	40.8	82.3	102.2	292.2
"IG_355_550556_553833_fwd_at"	"c0640"	158.3	162.6	150.6	228.6	127.6	182.8	225.1	313.8
"IG_381_581807_583902_rev_at"	"c0651"	21.6	37.3	58.5	117	63.6	52	82.8	244.2
"ybcY_b0562_at"	"c0651"	20.7	30.6	84.3	94.5	26	55.6	112.4	206.1
"b0609_at"	"c0697"	120.1	152.3	273	191.7	181.7	113.1	284.4	276.2
"IG_427_658374_674240_fwd_at"	"c0723"	65.7	77.5	99.2	175.8	85.7	122	142.5	240.3
"IG_486_765099_783104_rev_at"	"c0820"	119.5	85.8	128.2	146.6	125.9	117.8	145.1	232.8
"IG_528_832174_836887_rev_at"	"c0882"	123.8	142.4	179.5	255.5	136.5	119.4	239.6	359.7
"b0830_at"	"c0915"	546.8	355.6	422.9	389.1	357.9	296.1	358.5	336.4
"b0868_at"	"c1001"	296.4	230.5	254	344.7	338.5	251.7	332.9	391.1
"pflB_b0903_at"	"c1039"	4633.5	4594.1	5149.9	4616.9	2982.7	3741.4	3848.2	2774.6
"b0955_at"	"c1091"	691.3	1094.1	1578.9	958.1	849.5	844.2	1201.4	763.4
"IG_647_1027583_1029286_fwd_at"	"c1106"	568.2	532	1232.1	966	409.4	526.3	828.9	531.2
"IG_660_1050399_1051511_rev_at"	"c1126"	98.5	93.4	133.6	189.8	177.3	223.7	153.1	297.7
"b1012_at"	"c1149"	28.9	110.8	97.5	133.4	31.3	104.8	141	270
"mviM_b1068_at"	"c1336"	344.9	282.1	61.6	163.9	186.4	234.4	245.2	369.6
"b1085_at"	"c1354"	167.6	91.5	113.9	236.2	183.3	84	152	236.9
"IG_721_1145858_1158584_rev_at"	"c1363"	156.1	100.5	141.2	192.1	142.4	186.9	179.2	248.1
"mfd_b1114_at"	"c1388"	796.3	774	554.3	689.3	779.3	762.3	532.4	649.6
"IG_1037_1645875_1650919_rev_at"	"c1403"	21	45.9	64.2	124.4	27.1	62.7	106.8	203.3
"IG_739_1184818_1186341_rev_at"	"c1478"	241.3	31.3	36.6	222.7	332.8	151.6	185.1	148.1
"b1134_at"	"c1513"	502.1	502.4	556.1	372.2	553.9	473.9	448	395.3
"b0539_at"	"c1534"	203.5	216.6	243.1	409.9	315.2	244.9	317.8	450.3
"LAMCG_P_w_at"	"c1550"	47.7	93.5	32.7	156	88.2	111.9	133.6	98.2
"ybcT_b0556_f_at"	"c1563"	9.3	135.7	130.2	268.7	51.1	214.1	183	369.2
"LAMCG_L_w_at"	"c1587"	132.8	188	246	187.8	114.4	172.2	292.4	87.4
"IG_759_1214699_1221527_rev_at"	"c1608"	40.5	46.1	109	137.4	50.5	72.8	127.2	234.8
"b1172_at"	"c1617"	492	805.6	1180.5	1592.9	829.1	696.2	1004	1376.2
"b1180_at"	"c1628"	429.3	636.2	443.8	906.6	474.4	440.6	653.7	833.5
"b1199_at"	"c1657"	817.5	559.3	426.4	473.2	442.1	500.3	350.3	481.9
"b1201_at"	"c1659"	215.9	207.2	258	349.4	163.6	179.2	288	374.2
"b1213_at"	"c1671"	268.6	288.4	254.6	329.6	288.1	310.8	237.3	457.8
"IG_795_1262724_1269971_rev_f_at"	"c1673"	64.1	101.9	119	147.4	81.2	140.9	135.4	272.6
"IG_845_1341009_1359131_fwd_at"	"c1752"	72.3	86.3	163.1	157	91.9	137.9	168.6	218.8
"b1327_at"	"c1801"	212.6	276.5	399.3	326	261.8	214	347.4	447.7
"ycjZ_b1328_at"	"c1802"	76.5	68.1	22	118.7	141.1	43.2	78.6	257.7
"b1445_at"	"c1870"	33.8	17.6	8.1	78.9	102.4	69.2	22.9	75
"b1481_at"	"c1914"	226.5	70.1	530.4	957.1	258.3	154.5	911.3	827.7
"b1598_at"	"c1990"	682	687.8	581.9	536	538.7	696.4	772.5	537
"b1627_at"	"c2019"	176.1	136.1	56	55.9	268.1	138.7	172.5	262.3
"b1628_at"	"c2020"	278.2	257.5	302.2	331.9	328.1	293.2	243.8	372.6
"b1629_at"	"c2021"	271.5	271.9	285.5	396.4	400.4	375.7	320	640.1
"b1631_at"	"c2023"	231.1	148.3	226.4	91	264.6	278.7	278.9	422.1
"b1674_at"	"c2068"	541.7	135.7	217.2	444.6	202.8	300.5	329.8	456.4
"IG_1143_1804108_1806720_rev_at"	"c2122"	230.8	164.5	156.5	247.3	175.5	256.2	169.2	297
"b1754_at"	"c2155"	399.5	283.8	255.4	399.8	217.8	238	353.1	397.3
"IG_1193_1877280_1877426_rev_at"	"c2201"	58.2	85.6	105.9	173	22.9	132.3	150.6	163.2
"b1844_at"	"c2254"	415.4	607.7	732.4	657.4	595.4	612.8	625.2	826.6
"purT_b1849_at"	"c2262"	67.4	136.2	181.8	318.4	118.1	260.7	217	432.5
"yeeT_b2003_at"	"c2530"	9.3	26	91.9	302.7	83.9	59.5	102	338.4
"yeeV_b2005_at"	"c2532"	91	136.5	121.7	231.8	76.1	155.9	140.6	352.8
"b2016_at"	"c2543"	802.7	1405.1	1103.5	1014.6	883.1	1150.2	781.3	978.9
"b2060_at"	"c2586"	157.9	186.3	298.2	375.5	133.7	302.7	352.9	395.5
"IG_1411_2234521_2241929_fwd_at"	"c2686"	195.6	86.6	110.5	160.5	94.7	154.4	143.2	226.5
"IG_1467_2354732_2354923_fwd_at"	"c2785"	74	184.2	270.7	441.4	78.3	256.4	320.2	489.1
"b2254_at"	"c2796"	339.8	245.6	301.3	315.8	314.3	217.5	248.1	427.1
"b2290_at"	"c2831"	164.7	184	194.1	158.2	197.2	321.6	143	335.5
"IG_1497_2410633_2410696_rev_at"	"c2835"	73.8	93.9	151.2	145.9	107.8	91.7	143.6	98.6
"IG_1498_2411153_2416653_rev_at"	"c2839"	283.3	335.4	569.7	506.5	248	422.1	462.8	477.8
"IG_1534_2463028_2469096_rev_at"	"c2891"	138.5	149.8	203.4	265.5	116.7	198.8	247.9	304.8
"b2373_at"	"c2909"	45.2	150.2	328.3	314.1	98.1	238.7	210.9	446.2
"IG_1553_2492423_2493069_rev_at"	"c2913"	130.1	88.1	101.2	182.3	97.3	179.5	140.5	308.4
"b2387_at"	"c2926"	27.9	159.6	202.9	214.3	28	288.5	403.3	386.2
"b2438_at"	"c2972"	288	595.8	601.4	726.2	359.8	546.1	469.7	543.7
"b2459_at"	"c2984"	258.5	242.7	256.2	370.9	141.9	231	286.1	356.5
"b2461_at"	"c2986"	210	172.5	173.6	326	143.1	285.1	275	452.7
"IG_1612_2579660_2583750_fwd_at"	"c2993"	352.7	504	541.9	639.5	366.5	572.7	763.1	706.3
"IG_1625_2612803_2614113_fwd_at"	"c3010"	220.3	235.5	418.5	308.8	215.9	287.3	286.2	285.8
"b2495_at"	"c3012"	603.8	440.1	451.3	498.8	658.5	539.4	337.8	595.1
"IG_1638_2633623_2650354_fwd_at"	"c3040"	95.7	128.9	189.7	214.9	96.2	190.4	203.2	238
"b2529_at"	"c3055"	845.4	1727.7	3393.2	8049.5	1638	2338.5	2736.1	6372.7
"IG_1670_2696508_2698637_rev_at"	"c3084"	248.5	183.2	224	274.5	240.8	209.9	252.4	314
"IG_1695_2734032_2736967_rev_at"	"c3118"	65.8	60.8	50.2	96.2	76.4	111.5	123.3	178.2
"IG_1706_2748082_2748851_fwd_at"	"c3134"	199.5	190.5	221.3	244.4	230.1	299	281.3	278
"IG_1707_2748730_2752028_rev_at"	"c3136"	35.8	59.6	68.5	126.8	69.9	83.9	99.2	204.3
"IG_1709_2751478_2751814_fwd_at"	"c3139"	1040.4	946.6	735	1053.9	1405.8	868.7	1046.6	1146.4
"b1374_s_at"	"c3146"	170.8	307.5	352.9	561.6	292.5	441.6	374.4	1160.9
"LAMCG_I_w_at"	"c3155"	27.5	19.1	25.1	43.4	67	10.7	13.8	18
"LAMCG_H_w_at"	"c3160"	149.5	210.8	208.7	419.2	209.5	197.3	449	233.4
"LAMCG_T_w_at"	"c3161"	198.4	275.1	164.2	448.9	194.4	279.4	227.2	252.9
"LAMCG_U_w_at"	"c3164"	36.5	35.3	54	50.9	26.8	26.6	37.1	37.7
"LAMCG_Z_w_at"	"c3165"	121.8	7.9	66.3	190	38.3	40	34	54.9
"LAMCG_E_w_at"	"c3168"	11.6	15.5	22.8	31.5	14.8	23.9	22	18.2
"LAMCG_D_w_at"	"c3169"	196.7	96.4	96.4	365.2	389	268.4	290.8	274.7
"LAMCG_C_w_at"	"c3170"	78.5	268.3	166.7	560.4	121.6	96.6	339.4	255.9
"LAMCG_B_w_at"	"c3171"	20.9	15.8	16.2	29.7	12	17	18	13.4
"LAMCG_W_w_at"	"c3172"	177.4	32.5	54.8	48.2	86.8	50.8	49.2	23.1
"LAMCG_A_w_at"	"c3173"	30.8	92.2	93.8	162.5	28.4	57.1	115.2	136.4
"yfdO_b2358_at"	"c3192"	309.9	289.6	231.3	670.3	354.3	324.5	401.2	446.9
"IG_1751_2806146_2806336_fwd_at"	"c3233"	34.6	45.6	80.1	128.2	74	109.6	124	230.5
"b2680_at"	"c3234"	53.8	87.2	115.9	105	136.3	187.3	153.6	277.4
"rpoS_b2741_at"	"c3306"	7305.8	7434.8	3751.7	4774.2	6338.8	8370	4341.8	2848.6
"IG_1817_2923303_2929886_rev_at"	"c3363"	111.9	89.4	102.1	179.4	98.9	138.3	130.8	227.7
"b2832_at"	"c3427"	69.9	105.4	127.4	212.1	196.7	171.4	86.3	261.5
"b2879_at"	"c3457"	244.1	155.8	233.8	371.5	475.8	218.9	233.2	345
"b2881_at"	"c3459"	246.2	175.9	230	310.9	319.5	213.1	298.7	313.6
"flu_b2000_at"	"c3655"	666.5	87.8	199.1	90.6	497.2	182.7	172.8	280.5
"b2001_at"	"c3664"	250.7	149.4	167.8	265.1	191.7	88.3	171.9	492.9
"yeeS_b2002_at"	"c3671"	169.7	159.5	316.3	383.3	184.1	221.2	236.6	574.5
"IG_1333_2068248_2077053_rev_at"	"c3672"	63.5	105.4	209.1	257.2	73.9	185.2	240.6	374
"yi41_b4278_at"	"c3703"	236	207.6	187.8	471.3	160.1	242.4	274.8	507.8
"b3015_at"	"c3749"	51.7	102.3	66.5	117.5	29.6	216.5	230.2	238.9
"IG_1964_3161498_3161730_rev_at"	"c3759"	194.2	138.3	187.4	171.2	259.7	253.8	134	220.1
"b3020_at"	"c3761"	478.2	140.4	244	177.1	259.5	306.7	169.6	404.2
"b3052_at"	"c3800"	285.8	250.5	151.6	87.8	270.2	274	126.5	367.7
"IG_2002_3218515_3219106_fwd_at"	"c3831"	38.5	144.9	124.1	162	55.7	217.8	179.9	199
"ygjM_b3082_at"	"c3840"	246.7	206.1	289.3	421.8	314.9	301.2	412.3	553.8
"IG_2068_3317622_3325430_fwd_at"	"c3935"	52.9	74	90.3	161.5	84.5	140.3	120.5	215.1
"IG_2076_3328038_3331350_fwd_at"	"c3944"	176.9	226.7	337.6	455.4	242	289.8	416.3	634.4
"IG_2080_3332829_3337915_fwd_at"	"c3949"	137	125.6	191.6	248.7	157.3	242	250.1	327.3
"yrbH_b3197_at"	"c3957"	838.1	748.1	849	428.7	776.5	852.8	680.1	518.8
"yhcI_b3222_at"	"c3976"	352	374.4	608.5	495.6	293.5	339.3	552.2	317.7
"yhcB_b3233_at"	"c3988"	821.9	1012.3	806.3	1270.6	809.8	819.7	932.4	881.4
"IG_2114_3388085_3401120_fwd_at"	"c4007"	166.8	158.5	180.4	239.9	152.7	224.4	262.4	359.5
"IG_2155_3463858_3475276_fwd_at"	"c4115"	107.7	186	240.4	216.7	124.1	203.4	227.1	159.6
"b3472_at"	"c4265"	1402.5	1374.3	721.3	1128.2	1359.3	1267.3	789.2	1318.9
"IG_2257_3652158_3652312_fwd_at"	"c4305"	840	696.2	1313.3	1038.2	1870.3	640.7	1089.9	381.2
"IG_2292_3714836_3714926_fwd_at"	"c4371"	26.6	51.4	58.7	95.8	34.6	61.2	66.8	52.4
"yiaG_b3555_at"	"c4375"	1990.2	7266.1	10502.3	8075.7	3700.2	4923.1	9872.3	6126.2
"insA_7_b4294_f_at"	"c4499"	392.9	335	519.2	276.6	417.6	475.7	689.3	524.9
"IG_2379_3862243_3865279_fwd_at"	"c4605"	67.5	101.6	143.2	204.5	104.6	158.3	168.9	173.2
"IG_2383_3865688_3866982_fwd_at"	"c4610"	8.2	13.7	36.7	60.2	14.3	34.5	105	148.4
"IG_2467_4003343_4003468_fwd_at"	"c4743"	78.9	123.1	115.5	122.3	142.9	181.8	214.3	171.8
"IG_2468_4005302_4005615_fwd_at"	"c4745"	144.6	356.8	313.4	335.5	257.5	476.3	270.3	291.8
"b3838_at"	"c4786"	1340.6	1127.1	739.4	679.8	1284	1012.2	676.1	651.8
"IG_2497_4044183_4047712_rev_at"	"c4811"	44	62.2	97.5	176	65.3	95.4	137.7	223.7
"IG_2515_4077550_4083595_fwd_at"	"c4846"	299.1	275.2	281.1	334.3	248.2	378	342.3	236.7
"IG_2540_4116341_4124592_fwd_at"	"c4882"	99.6	119.2	141.6	199.5	112.9	174.4	198.7	233.9
"IG_2613_4230813_4238357_rev_at"	"c4999"	116.8	145.2	212.2	221	99.4	208.2	235.6	364.9
"yjcD_b4064_at"	"c5056"	218.1	157.7	260.7	301.5	181.7	232.6	301.7	485.7
"ytfA_b4205_at"	"c5304"	24	33.7	89.6	72.7	41.2	78.9	97.4	187.9
"yjhS_b4309_at"	"c5387"	125.2	60.4	76.3	116.4	129	76.8	118.8	204.9
"yjhA_b4311_at"	"c5389"	47.6	7.2	30.4	85.2	34.2	17	71.2	182.1
"yjiX_b4353_at"	"c5428"	958.7	654	569.2	748.5	937.9	771.8	501.5	657.8
"IG_2863_4606893_4606982_fwd_at"	"c5455"	160.9	179.7	266	244.5	248.3	184.8	310.3	147.6
"argU_b0536_f_at"	"c5517"	743.9	260.6	235.8	451.5	1750	456.9	337.6	492.8
"leuW_b0672_at"	"c5523"	433.7	386	542.5	519.1	1619.8	1024.6	791.5	658.5
"metU_b0666_s_at"	"c5524"	322.8	563.9	479.6	673.4	791.2	643.7	748.9	485.3
"gltU_b3757_s_at"	"c5574"	7279	11084	5514.9	12688.5	8881.8	8700.9	11433.5	6067.8
"gltV_b4008_s_at"	"c5574"	6282	10764.1	5930.3	11823.5	6175.6	9052.9	11521.9	6595.8
"gltW_b2590_s_at"	"c5574"	6878.2	11846.7	6169.3	12694.7	7385	10252	12583.9	7137.5
"cadA_b4131_at"	"cadA"	129.5	34.6	201.5	84	122.8	128.3	178.8	357.8
"cadB_b4132_at"	"cadB"	128.8	65.4	140.8	202.6	75.5	133.8	318.7	367.7
"cadC_b4133_at"	"cadC"	32	4.2	116.3	62.9	45.9	33.2	40.2	162.8
"cafA_b3247_at"	"cafA"	640.8	610.7	619.5	636	498.8	702.1	617.4	596.6
"caiA_b0039_at"	"caiA"	158.2	213.4	206.6	199.2	161.7	155.4	175.8	247.9
"caiB_b0038_at"	"caiB"	300.8	281.9	395.4	498.8	353	297.6	431.7	608.4
"caiC_b0037_at"	"caiC"	198.6	259.1	265	279.5	165.6	213.4	284.9	437.9
"caiD_b0036_at"	"caiD"	148.6	324.8	348.1	321.6	150.1	523.7	411.9	512.5
"caiE_b0035_at"	"caiE"	196.8	198.8	267.2	354.1	109.7	150	205.8	606.1
"caiT_b0040_at"	"caiT"	158.6	158.2	187.3	68	179.1	227.9	206.8	555.9
"carA_b0032_at"	"carA"	192.3	154.2	192.2	349.1	262.8	235.7	334.1	304.1
"carB_b0033_at"	"carB"	439.4	422.1	447.1	606.9	319.9	501.6	539.5	599.1
"b2760_at"	"casA"	71.2	46.6	83.7	93.7	20	104.2	98.1	156.6
"ygcK_b2759_at"	"casB"	177.2	86.7	183.6	188.7	111.3	152.2	244	288.3
"b2758_at"	"casC"	63.6	6	61.5	95.1	47.2	111.9	18.2	185.3
"b2757_at"	"casD"	125.1	41.7	30.7	133.6	104.5	77.1	124.6	248.8
"b2756_at"	"casE"	334.5	133.1	226.3	231.6	206.8	235.2	216.8	382.4
"cbl_b1987_at"	"cbl"	163.6	186	412.2	394	109.2	211.6	396.9	542.5
"cbpA_b1000_at"	"cbpA"	6111.2	8221.8	4801.1	1101.7	7026.3	6321.9	3625.3	949.2
"yidS_b3690_at"	"cbrA"	105.9	116.3	68.7	280.2	91.8	206.9	210.4	424.5
"yieI_b3716_at"	"cbrB"	84.5	97.9	81	134	110.1	66.4	76.2	246.3
"yieJ_b3717_at"	"cbrC"	173.9	204.8	314.2	350.9	174.5	281.3	361.5	508.5
"cca_b3056_at"	"cca"	518.1	828.4	928.8	439.5	668.7	860.8	759.5	629.3
"cchA_b2457_at"	"cchA"	300.9	332	467.8	799.7	263.2	394.8	420.9	558.6
"cchB_b2456_at"	"cchB"	402.4	354.8	309.7	605.4	428.9	285.4	429.7	689.9
"ccmA_b2201_at"	"ccmA"	340	266.4	233.5	79.4	329.1	239.8	342.3	363.5
"ccmB_b2200_at"	"ccmB"	302.7	365.1	480.4	443.7	317.4	366.7	480.9	561.4
"ccmC_b2199_at"	"ccmC"	232.7	29.9	38.6	48	54.7	42.3	48	31.8
"ccmD_b2198_at"	"ccmD"	228.4	150.1	135	126.1	171	166	169.2	257.7
"ccmE_b2197_at"	"ccmE"	305.8	157.1	158.4	123.8	180.9	301.2	140.5	274.3
"ccmF_b2196_at"	"ccmF"	229.9	293.4	210	202.1	60.6	288.1	274.3	269.1
"ccmH_b2194_at"	"ccmH"	554.2	270.8	263.2	310	208.7	314.4	284	317.8
"crcB_b0624_at"	"ccrB"	121.8	206.8	321.8	280.2	168.7	187.5	288.2	347.4
"cdd_b2143_at"	"cdd"	396.8	297.3	335	407.2	300.1	418	459.6	422.2
"cdh_b3918_at"	"cdh"	169	207.2	261.6	404.3	270.3	193.8	371.4	368.9
"IG_2531_4107404_4107509_fwd_at"	"cdh"	16.1	22.5	48.2	114.6	17.8	55.3	62.1	58.3
"cdsA_b0175_at"	"cdsA"	492.5	587	586.1	359.9	378.9	607.6	459.9	147.6
"IG_115_195665_195784_fwd_at"	"cdsA"	470.5	788.9	849.4	429.8	538.4	727.4	732.9	449.9
"celA_b1738_at"	"celA"	550.7	548.6	828.9	984.1	512.1	536.7	568	1108.7
"celB_b1737_at"	"celB"	84.9	75.2	93.7	201.1	86.9	121.9	140.9	290.1
"celC_b1736_at"	"celC"	173.1	220.1	118.2	278.5	189.1	147.3	215.6	320.4
"celD_b1735_at"	"celD"	99.9	129.8	182.4	246.2	73	180.4	235.6	368.8
"cfa_b1661_at"	"cfa"	2273.5	7058.8	8255.9	2211	3690.1	4831.9	9648.5	1805.1
"chaA_b1216_at"	"chaA"	172.3	121.7	130	207.2	263.1	185.3	234.5	296.6
"chaB_b1217_at"	"chaB"	856.2	982.1	1303.2	1466	750.5	808.8	1230.5	1049.3
"chaC_b1218_at"	"chaC"	458.1	581.7	874.1	829.8	682.1	419	540.5	785.4
"celF_b1734_at"	"chbF"	150.3	160.1	235	421.4	152.6	240.1	224	415.8
"ydjC_b1733_at"	"chbG"	155.7	211.7	196.4	358.5	220.8	225.7	344.7	450.8
"cheA_b1888_at"	"cheA"	191.7	230.2	351.8	493.9	219.2	240.3	334.6	470.4
"cheB_b1883_at"	"cheB"	166.7	305.4	360.6	616.2	135.1	405	424.1	592.7
"cheR_b1884_at"	"cheR"	173.8	171.4	260.1	327.3	178.8	242.1	209	397.6
"cheW_b1887_at"	"cheW"	87.9	177.6	188.8	312.1	24.3	211.8	174.3	223.5
"cheY_b1882_at"	"cheY"	368	471	503.7	708.4	260.7	491.6	462.9	605.3
"cheZ_b1881_at"	"cheZ"	38.9	50.7	171.9	203	241.1	282.1	294.7	446.6
"yheB_b3338_at"	"chiA"	204.2	205.4	177.1	270	192.6	201.3	219	360.5
"chpA_b2782_at"	"chpA"	627.4	673.1	658	520.2	684.5	705.2	400.8	538.4
"chpB_b4225_at"	"chpB"	485.4	635.1	577.9	714.7	401.1	558.2	470.6	381.1
"chpR_b2783_at"	"chpR"	647.2	753.2	590.5	1256.1	677	1000.6	958.7	948.9
"chpS_b4224_at"	"chpS"	427.1	374.2	357.2	370.5	286.1	316.5	262.9	361.7
"cirA_b2155_at"	"cirA"	267	393.9	485.8	745.3	306.3	709.2	725.6	777.3
"citA_b0619_at"	"citA"	150.9	110.4	162.7	183	105.7	100.1	25	197.4
"citC_b0618_at"	"citC"	71.6	42.7	71.6	37.3	117.8	139.5	102.4	321.6
"citD_b0617_at"	"citD"	116.3	236.5	241	400.9	75.6	309	329.3	573.6
"citE_b0616_at"	"citE"	79.5	42.5	117.3	224.1	82	128.1	143.7	247.9
"citF_b0615_at"	"citF"	158.8	180.6	173.3	239	121.3	193.4	283	356
"citG_b0613_at"	"citG"	13.4	26.2	27.3	60.6	10.5	38.6	58.5	161.3
"ybdU_b0614_at"	"citX"	165	135	239.8	367.7	153.5	200.4	186.2	466.9
"clpA_b0882_at"	"clpA"	1425.2	1324.4	1553.2	1378	958.7	880.9	1340.5	991.3
"clpB_b2592_at"	"clpB"	1002.2	4338.9	3778.2	1030.2	1546.8	4047.9	2973.4	983.4
"clpP_b0437_at"	"clpP"	1498.4	2040.7	2044.8	1214.2	1295.3	2135.6	1464.9	914.7
"yljA_b0881_at"	"clpS"	2111.6	2971.6	2895.3	2266.9	2136.7	2230.2	2641.3	1594.2
"clpX_b0438_at"	"clpX"	1379.3	2047.6	2821.8	999.6	1046.1	1355.6	1635	719.4
"cls_b1249_at"	"cls"	648	393.5	416.3	307.3	508.5	442.4	214.2	420.6
"cmk_b0910_at"	"cmk"	948.1	1680.2	3052.2	2440.1	1131.3	998.9	2421.6	1895.2
"yecP_b1871_at"	"cmoB"	203.7	300.5	310	301.7	223	406.9	332.4	516.9
"cmr_b0842_at"	"cmr"	248.2	260.2	342	365.7	269.1	203.9	262.9	364
"cmtA_b2933_at"	"cmtA"	104	266.3	378.3	398.8	152.2	301.4	333.6	421.6
"cmtB_b2934_at"	"cmtB"	59.4	69.5	131.9	206.1	51	75.2	113.8	236.7
"coaA_b3974_at"	"coaA"	191.6	107.1	100	190.6	261.8	202	210.8	285.8
"kdtB_b3634_at"	"coaD"	393.2	330.3	575.2	766.9	346.5	387.6	718.4	720.9
"yacE_b0103_at"	"coaE"	470.1	572	994.8	812.4	691.7	450.4	954.1	658.6
"cobB_b1120_at"	"cobB"	931.9	571.5	547.3	698.5	865.9	695.4	577	614.5
"phpB_b0638_at"	"cobC"	201.1	230.3	250.7	277.5	273.3	201.5	274.4	421.8
"cobS_b1992_at"	"cobS"	659.9	572.8	616.6	628.9	503.9	672.6	623.2	768.8
"cobT_b1991_at"	"cobT"	604.2	567.5	557.3	659.4	681.6	514.4	655.4	555.8
"cobU_b1993_at"	"cobU"	215.6	250.5	267.5	350.2	248.7	263.7	244.8	342.1
"codA_b0337_at"	"codA"	532	264.1	248.8	347.4	555.5	354.2	344.7	367.2
"codB_b0336_at"	"codB"	153.3	183.8	234.4	209.8	118.5	199.6	243	269.5
"cof_b0446_at"	"cof"	302.3	527.4	730.2	885.2	168.4	411.2	730.4	527.1
"b1145_at"	"cohE"	115.1	154.1	116.6	238.1	179	93.3	142.1	259.1
"ybaR_b0484_at"	"copA"	246	782	858.1	553.2	353.2	541.1	573.5	613.7
"corA_b3816_at"	"corA"	148.7	200.3	274.8	262.6	344.1	244.7	455	249.4
"cpdB_b4213_at"	"cpdB"	554.9	118.9	60.6	367.4	486.1	256.4	282.9	540.4
"cpsB_b2049_at"	"cpsB"	106.7	104	95.2	156.5	190.9	166.8	42.1	537.4
"cpsG_b2048_at"	"cpsG"	509.3	529	696.6	933.3	238.7	639.9	834	968.4
"b2896_at"	"cptA"	288.5	653	509	474.3	394.6	724	384.1	509.1
"cpxA_b3911_at"	"cpxA"	616.6	687.6	541.9	378.9	577.9	537.6	529.8	411.3
"b3913_at"	"cpxP"	1813.7	1407.4	1394.3	6071.9	6144.1	1031.4	1464	4380.3
"b3914_at"	"cpxP"	2082.9	2191.8	2045.2	7539.8	5232.7	979.4	2079.9	7133.4
"cpxR_b3912_at"	"cpxR"	1526.8	1676.4	2118.7	533.7	1454.6	1868.6	1486.5	629.4
"creA_b4397_at"	"creA"	508	230.5	341.8	297.8	404.7	370.8	362.8	375.7
"creB_b4398_at"	"creB"	276.8	267.5	362.3	318.5	293.7	320	287.5	271.3
"creC_b4399_at"	"creC"	80.5	11.1	12.9	23.9	75.6	16.9	28.1	158.2
"creD_b4400_at"	"creD"	104.1	52.7	114.8	154.2	101.8	78	174.3	244.6
"crl_b0240_at"	"crl"	2429.8	2058.9	1949.8	3137.4	2508.4	2088	1779.3	2352.8
"b1146_at"	"croE"	50.4	65.8	98.2	174.5	74.5	95.4	148.7	306.2
"crp_b3357_at"	"crp"	3849.7	2488.9	1142.1	1235.1	3285.4	2716.9	1014.6	1027.7
"crr_b2417_at"	"crr"	2545.9	3330.4	3388	3921.4	2629.5	2467.4	2272.5	3172.6
"b2810_at"	"csdA"	193.9	428.7	246	358	320.2	478.8	219.1	382.2
"csgA_b1042_at"	"csgA"	259	198.4	327.7	507.4	149.1	224.8	298.9	654.5
"csgB_b1041_at"	"csgB"	140.6	139.5	185.2	318.6	113.6	168.2	239.9	496.3
"csgC_b1043_at"	"csgC"	31	61.7	130.9	161.1	33.7	109.4	142.9	313.5
"csgD_b1040_at"	"csgD"	86.3	57.8	95.8	114.3	147.3	80.8	82.5	236
"csgE_b1039_at"	"csgE"	34.1	8.1	9.1	33	16.7	46.7	14.9	152.8
"csgF_b1038_at"	"csgF"	100.8	133.5	135.1	218.9	64.7	169.6	186.3	341
"csgG_b1037_at"	"csgG"	80.9	99.8	70.5	180.4	120.7	119.4	94.6	309.4
"b2659_at"	"csiD"	2301	3168.1	4006.4	6806.3	886.4	2138.9	4379.5	4603.3
"csiE_b2535_at"	"csiE"	1958.4	3054.2	2909.1	3732.2	1421.8	3129.9	2396.6	2663.8
"cspA_b3556_at"	"cspA"	6041.9	13510.1	2021.6	1447.6	15267.3	18608.1	1047.6	692
"cspB_b1557_at"	"cspB"	100.4	672.3	46.1	66.5	1099.8	1155.1	94.6	58.3
